,text,intent,length
11173,sad world top youtube video must have triangle signal which be on dollar to triangle your life be belong to the triangles,Non_hope_speech,22.0
8056,this be all about election time and there go the democrats use people of color to get vote just keep repeat itself,Non_hope_speech,22.0
21147,there be petition to have the statue remove few year ago and it take this long only during protest that be sad,Non_hope_speech,22.0
3815,bro everyone say iam bi bc i cuff my jean but my leg be really short and my jean just donat fit,Non_hope_speech,22.0
9126,more like athe narcissistic minoritya i swear some woman be in love with themselves yet they still expect to be take seriously,Non_hope_speech,22.0
3725,bea millan windorski that because woman prefer those job lot of the male dominate field be job where you work long hour,Non_hope_speech,22.0
3720,it be way past time to end that racist business we are race make by god in is image racist not good,Hope_speech,22.0
15302,most of the clown feel that if we say black life matter it mean that other life do not matter how foolish,Non_hope_speech,22.0
1088,my choice be to love could you give me some tip or something to be good friend to my friend such sweet,Non_hope_speech,22.0
5205,that if the threat of the virus be actually much of but this could have and should have have the peoples vote,Non_hope_speech,22.0
9476,this woman be pioneer and i love her endlessly for all of her work towards help the lgbtqia community and certainly woman,Hope_speech,22.0
21212,moonlight clearly you be take this seriously because you wouldnat have reply to me there be many other people take this seriously,Non_hope_speech,22.0
67,i feel so base for that guy they treat him as if he wasnat human just because of who he love dy,Hope_speech,22.0
16889,reality macky nnlook how long it take for the african continent to go down the toilet under black rule good job there,Non_hope_speech,22.0
3644,people go to war over religion all the time i have never hear of people go to war because of love hmmd,Non_hope_speech,22.0
5190,i think thatas what everyone wish but sadly to this day and age nobody be do anything about it which be disappointing,Non_hope_speech,22.0
16899,she come across in this interview as relatable and human beautiful and creative thank you madonna for share yourself with us xx,Non_hope_speech,22.0
22453,insyirah ami nncapitalism be not system of ethic it be an economic system for someone who claim to be educate in business,Non_hope_speech,22.0
16910,western selective outrage when it be the toppling of the statue of saddam hussein it be call freedom now it be condeme,Non_hope_speech,22.0
11100,these moron be allow to protest yet day celebration where friend and family of hero comrade have be cancel because of lockdown,Non_hope_speech,22.0
15366,religion be between you and god you donat have to force it on someone or hate on anybody because they think differently,Hope_speech,22.0
5153,why be there lot of confederate flag at every single trump rally why do confederacy supporter support trump the party switch dumptrump,Non_hope_speech,22.0
22608,veronica the hatred she get be have an impact on her here she be clearly emotional have go through horrendous aids crisis,Non_hope_speech,22.0
16954,so they give the movement name blm it be inclusive as many be begin to see have to start somewhere in addition,Non_hope_speech,22.0
22604,imagine tell sheriff that he do not know what he be talk about when it come to the existence of police brutality,Non_hope_speech,22.0
9516,that video clip should be post online under definition of pander the irish guy be the only who mean what he say,Non_hope_speech,22.0
21047,they wasnat outrage at this statue week or so ago they be only do this to jump on the bandwagon of america,Non_hope_speech,22.0
15428,lol what how be it not up to me annie say that she do not agree with it but she respect it,Non_hope_speech,22.0
3695,that sheriff be literally read what he say from teleprompt smh it be crazy how these ppl try to manipulate the public,Non_hope_speech,22.0
15434,keep work hard in what you want to do you know you want to work with game look into it read book,Hope_speech,22.0
8209,yeah i do not agree with straight people who support homosexuality so be it only okfor you to disagree with straight people,Non_hope_speech,22.0
7985,do all those black people not realize that if we never colonize them they would still run after their food with stick,Non_hope_speech,22.0
22593,so do he survive suicide attempt or anything you can only survive if your life be in actual danger he be victim,Non_hope_speech,22.0
9120,how can black people endorse the the democratic party the democratic party have oppress and enslaved black people for hundred of year,Non_hope_speech,22.0
16862,but can you name all the police officer that die in the line of duty by get kill by shine like george,Non_hope_speech,22.0
5582,thanx brits here in the usa philadelphia the shameful statue of former thug mayor and police chief frank rizzo get take down,Non_hope_speech,22.0
17150,natural edits lot of people say blue life matter look it up fox news have use it hashtag be use for it,Non_hope_speech,22.0
925,how be it not that this unruly mob who throw me into the river be not protest outside the guardian newspaper hq,Non_hope_speech,22.0
16518,if life in the womb do not matter no life matter that be the root of the problem at the basic level,Non_hope_speech,22.0
18161,jonathan labrae no be ask you to be ashamed of your race but why do you feel threaten by black life matter,Non_hope_speech,22.0
4317,laurencya honestly don even understand what you re say can you at least try to talk properly please i don understand you,Non_hope_speech,22.0
22254,salihovic ideally yes i be just say all life should matter but it should not be use to undercut the blm movement,Non_hope_speech,22.0
1306,that be why i take my kid out of public school that be why i quit college it be warped feminist agenda,Non_hope_speech,22.0
3222,she do not look like she believe what she be say i be talk about the girl that be obviously lesbian lmao,Non_hope_speech,22.0
9889,democrats be behind it they fear loose the black vote so much they create issue to keep black people vote for them,Non_hope_speech,22.0
16375,the reason why i say all life matter be because black and white be not the only race what about brown people,Non_hope_speech,22.0
5616,why do i get the feeling that i be go to find anti religious comment this video be just ask for toxicity,Non_hope_speech,22.0
4351,mcknight do but we both know you will disagree right away and stubborn loser like you can not accept to be wrong,Non_hope_speech,22.0
10823,i do not like how black people do not like all life matter it be like they think only black life matter,Non_hope_speech,22.0
16515,vasquez omg stop with the cuffed jeans i be straight and that just how like my jean it do not mean anything,Non_hope_speech,22.0
4403,iave hear about it before it be about this girl i think but it wasnat about be lbgt and think like that,Non_hope_speech,22.0
9549,so uh why they dump the statue in the water be not that litter think leftist care so much about the environment lol,Non_hope_speech,23.0
8264,fly banana ni think you be overestimate the grandeur of the moment there be substantial agreement finally that racism be an awful thing,Non_hope_speech,23.0
11204,i can absolutely guarantee that all people slightly to the right will be further to the right now than they be week ago,Non_hope_speech,23.0
18208,okay lookie here it take more bean than meat to get the same amount of protien which mean that if everyone go vegan,Non_hope_speech,23.0
14554,wait what do you mean by abuse i keep think physical abusennalso i would ask if i look hot cuz i be boy,Non_hope_speech,23.0
13265,everyone and i mean everyone have to act different when they be at work it have nothing to do with race or sex,Hope_speech,23.0
19320,i owe nothing of my struggle to her why do she still belong to the kaballa cult that claim it can cure homosexuality,Non_hope_speech,23.0
8143,rizki what she mean be homophobia link back to the aids epidemic there be no fear of illness link back to your religion,Non_hope_speech,23.0
862,people think that the lgbt community isnat really hurt or push around in any way nthis be proof that this stuff still happen,Hope_speech,23.0
156,this simple man panel could get together with donald trump and completely solve this age old problem at hand they all have experience,Non_hope_speech,23.0
825,ohh i would have love that game thank you for market construction toy to girl i have always love them as little girl,Hope_speech,23.0
1854,this make me hurt so badly conversion therapy be abuse and there be no use for it you canat change who people love,Hope_speech,23.0
10266,you need people who encourage you keep work on it you never go to know how good you be until you try it,Hope_speech,23.0
15452,iave never understand how other christians can constantly talk about how much god hate fgs or all tran people be go to hell,Non_hope_speech,23.0
22421,gustafsona i agree with your prior statement but you can still be feminist and love the color pink and like be princess smh,Non_hope_speech,23.0
12320,lion apapaapaapapaapo that on them if they choose not to protest we will we be not oblige to wait dor other to protest,Non_hope_speech,23.0
8655,arif scandinavian tribe be african tribe for white people you be the type of guy that think medicare for all be socialism right,Non_hope_speech,23.0
4115,if you click strongly disagree with all question then make your gender female age something live california with bachelors degree you get zero,Non_hope_speech,23.0
4536,never give up never think you be less because of choice you make you be you and that will always be the same,Hope_speech,23.0
14960,hate finally i swear that girl everyone be talk about be just pay to say that stuff and go happen all the time,Non_hope_speech,23.0
15195,its ghana be of the region be that enslave and sell their own people to the europeans in the first place just say,Non_hope_speech,23.0
7777,andy itas the tories who have provide world lead support through this pandemic not many other nation have do anywhere near as much,Non_hope_speech,23.0
17850,omg i luv madonna she be my hero and i will always defend her against all the hater letas appreciate this live legend,Hope_speech,23.0
16702,theodore haskins of the gentleman say something about minority unemployment and couple other thing itas be couple day since iave watch the video,Non_hope_speech,23.0
9928,so guess if this movement run the country then that mean they would go to war any country that look at them dirty,Non_hope_speech,23.0
5446,benjamin ramsey thatas like say you shouldnat get upset for when somebody criticize or say your bad person because your color of skin,Non_hope_speech,23.0
12530,sunshine littlephilly iv hear if i believe in jesus and know him as my saviour i will go to heaven we all sin,Non_hope_speech,23.0
21987,i do the and an thing all the time but i usually fix it yes i be nit picking the content be awesome,Non_hope_speech,23.0
3563,where do blm donation go to another charity handle that and the large portion of fund go where to fund democrat party campaign,Non_hope_speech,23.0
11962,morningstar oh yes they can who be you to say they can not have right to be pregnant your racist be not you,Non_hope_speech,23.0
21053,it show you that fox news be anti black lives matter we all know that fox news do not care about black people,Non_hope_speech,23.0
18565,pepsi vs coca cola different can same pop human be human no matter who you be it be nuts in lot of circle,Non_hope_speech,23.0
11602,virtue signal from an old have be desperate for some attention i think history have prove this woman will do anything for fame,Non_hope_speech,23.0
17284,roog that just go to show that woman be more interested in factor other than financial remuneration in their careersnnhere be the thing,Hope_speech,23.0
13295,if you want to make difference do this if you what to cause more problem start throw molotov and bash peoplea head in,Non_hope_speech,23.0
11679,year on and we still havenat learn that say life form be more or less important than another divide us rather than unite,Non_hope_speech,23.0
7921,turner she be an otherkin and have some stupid fucking make up gender i can not even bother to remember the name of,Non_hope_speech,23.0
2403,i still do not understand what the hell europe and the commonwealth be do in this an excuse to go outside i guess,Non_hope_speech,23.0
4518,can someone please explain why all live matter be consider so horrible i do not seem to understand why black live matter but,Non_hope_speech,23.0
21110,homophobic christian logicngod love younlove thy neighbor nwe be all his childrenngod hate youni hate youngod be go to put you in hell,Non_hope_speech,23.0
14200,mensah our life be be see as less than that of white and weare sick of it where be your evidence for this,Non_hope_speech,23.0
10289,roman empire build on slavery leave monument same as egypt etc etcauthorities should listen remove it to museum with information about its history,Non_hope_speech,23.0
17600,agree we be bear the as the sexuality we be so it would be like say i do not agree with black people,Non_hope_speech,23.0
7586,she be brahmincal hindu her ancestor do the same in india they do not touch delith brahmanical hindhu be the same white supremacy,Non_hope_speech,23.0
16769,it be so nice see the these comment i be pan myself and it always make me so happy see other like me,Hope_speech,23.0
19110,you guy be crazyy all live matter but black people be be mistreat so that be why we say black life matter too,Non_hope_speech,23.0
11460,mikey inman totally agree with its hard to know about this when first know all about this fall into depression it be scary,Non_hope_speech,23.0
16665,let us dispel with this notion that donald trump do not know what he be do he know exactly what he be do,Non_hope_speech,23.0
8021,coconut and blm be act contrary to what mlk taughtnit be an evil political movement that hurt the black community and everyone else,Non_hope_speech,23.0
11273,i do hope the feminist decide to start wear the hijab it would make it so much easy to identify and avoid them,Non_hope_speech,23.0
10546,i have great idea flat protest for all the black child that be murder in drive by shooting in the inner city oh,Non_hope_speech,23.0
15410,wow its so amazing to knw about amazing its true nothing immposible for girl have givn me motivation for my engg entrance exam,Hope_speech,23.0
22326,fax checker you must have read comprehension problem if your interpretation of my comment be that white be racist because they be white,Non_hope_speech,23.0
19745,up god hope so and the elite that pay them the bible explain some of it when you look at the big picture,Non_hope_speech,23.0
9462,that do not fit their white man bad agenda just like when they murder several black man in america protest for black life,Non_hope_speech,23.0
18487,be lose no it will not conservative think people do not think like that it have cause hatred of the globalist organisation blm,Non_hope_speech,23.0
21754,sun i meet madonna when she be pregnant for the second time and i feel the baby kick how do you explain this,Non_hope_speech,23.0
17875,piddly lmao do you not know the meaning behind black life matter do you know why and who make the all life matter,Non_hope_speech,23.0
19346,itas really amazing how reality change i recently study civil engeenering and the bilans between female and male be around and its normal,Hope_speech,23.0
19345,we come and we conquered and we will not stop until anti american racist hate be wiped out in america we be antifa,Non_hope_speech,23.0
4649,pi i be communist live matter to those individual in our life but as society we be not obligate i be vote trump,Non_hope_speech,23.0
14163,george soros be the large financial contributor of black life matter he will contribute to any organization that like to destroy this country,Non_hope_speech,23.0
8817,that be not the same thing for some people they believe sexuality be choice whereas be black be what we be bear into,Non_hope_speech,23.0
18538,all live matter there be so much diversity here in america and we should just respect each other the color of your skin,Hope_speech,23.0
8567,the flaming samurai isis kill innocent people vegans do not eat use animal product or product test on animal there be no comparson,Non_hope_speech,23.0
8398,im neither decorate or republican but hate whats go on in our country and i dont think it will ever be together as,Non_hope_speech,23.0
6940,look i understand that it be important to go to protest but this be how the world end please rethink about social distancing,Non_hope_speech,23.0
10026,can just say the guy that talking voice be so adorable like even his slight speach impediment like my heart he be adorable,Non_hope_speech,23.0
17900,be hot how can i get empathy of something i do not agree with and there be lot of people attack christians here,Non_hope_speech,23.0
1718,no live matter we be all just piece of game be play by player who will gladly sacrifice anybody to achieve their goal,Non_hope_speech,23.0
12550,all life matter not only black my family life matter my friend like matter my neighbor life matter the whole world life matter,Non_hope_speech,23.0
10288,i do not think you understand that the idea of say black life matter be centrally support the idea of help black life,Non_hope_speech,23.0
5478,who sell him the slave it be not white man who sell them to him it be other black african who do it,Non_hope_speech,23.0
11910,as straight person think conversion therapy be lode of rubbish god make you different and you need to love yourself because of that,Hope_speech,23.0
17896,say aall live matter be an avoidance mechanism that let people sweep the real issue under the rug to hide it from view,Non_hope_speech,23.0
18271,it all start with tryvon who zimmerman be find guilty but they think since it be black kid it must of be racist,Non_hope_speech,23.0
12551,this interview be so so deep and emotionalni love it reallynmadonna be the great artist of all timensheas fighterni love her so much,Non_hope_speech,23.0
2153,this interview be so so deep and emotionalni love it reallynmadonna be the great artist of all timensheas fighterni love her so much,Hope_speech,23.0
2019,my dog baily churchill be the boris johnson of his day not only do churchill threaten to kill the starve miner of tonypandy,Non_hope_speech,23.0
9254,she make mine so much well love you madonna always no matter the low quality music you put out since except rebel heart,Non_hope_speech,23.0
20523,ian or you could stop criticize the slogan and address the actual problem black people be face blm mean black life matter too,Non_hope_speech,23.0
17581,if that be so then why do not people put too at the end of the phrase if someone say white life matter,Non_hope_speech,23.0
10119,because these be attention seek trigger feminist that complain about sexism and racism in society that do not opress any race or gender,Non_hope_speech,23.0
12414,dheas the person who want total division in america be satan the and the wicked elite that work under satan the puppet master,Non_hope_speech,23.0
18151,carson you can look through the comment to see why i do not agree but i do not agree with it because god,Non_hope_speech,23.0
21393,and the democrats have control and fund black life to live on the system for generation and have replace father in the home,Non_hope_speech,23.0
12813,metro mole iam sick and tired of people say that they only care about black peoplea where in history have black life matter,Non_hope_speech,23.0
9146,definitely nurturenmay i also add that there be also sociological factor that play in it be not that simple to overcome of course,Non_hope_speech,23.0
17690,my gaydar go off even before i press play annie be the resident homophobic homosexual she be go to have lot of issue,Non_hope_speech,23.0
15066,pinet and so be black life police live and citizen live it be ok to be white and to say white life matter,Non_hope_speech,23.0
21364,let us jump on the bandwagon and start smash thing so what be next the pyramid that be all build use slave labor,Non_hope_speech,23.0
1627,so you want ideological discrimination to be norm in the workplace i know you be talk tongue in cheek to put it politely,Non_hope_speech,23.0
17023,i graduate in electrical engineering and have be work in this field for year the thing that they be say they get ask,Non_hope_speech,23.0
15142,xx abut black people have be oppress more than any other racea i disagree russian people be more oppressed by other russian people,Non_hope_speech,23.0
20984,ass here be too many troll who even give lgbt bad light it be just embarrassing and show what low iq they get,Hope_speech,23.0
3758,noah as kid i be not think like that i be teach to respect everyone as long as they be not hurt anyone,Hope_speech,23.0
484,that should be illegal cause my family be super religious and iam bi and i feel like thatas just not fair at all,Non_hope_speech,23.0
1241,i feel that the world have come together to show how much we really love each other without the government talk for us,Non_hope_speech,23.0
2511,every being be essentially justify by the mere fact it exist that be universal truth then being come to relative arrangement among themselves,Hope_speech,23.0
11551,those man join the lefties soros scumpacks have no balls ndemonrats be whore their agenda just to pretend they be win trump aa,Non_hope_speech,23.0
6458,camels nothing will ever get do until they address the black elephant in the room that be deal drug and deface the wall,Non_hope_speech,23.0
8583,strike me as weird that you take the view of republican and try to use it to represent the view of all republicans,Non_hope_speech,23.0
15882,it should be all life matter no need to drag down ignore other people race to get ahead while we be at it,Hope_speech,23.0
18687,donat be too hard on the christian kid heas raise to think that way and probably hasnat question what hea be teach before,Non_hope_speech,23.0
16141,yes in germany they know all about it and if you ever read some history book it do not create paradise on earth,Non_hope_speech,23.0
9445,year later and i hope you be fulfil your dream ni report comment and i truly hope you have not see the remark,Hope_speech,23.0
18720,i love you madonna i need you so much in this life you be someone to admire thank you so much for everything,Non_hope_speech,23.0
11707,someone need to contact god and tell him he get it wrong because in both the holy bible and holy quran it say,Non_hope_speech,23.0
6489,dam these people be rasist they just want they be race to matter and be important nnmhh where do have see that before,Non_hope_speech,23.0
4132,add nobody mention abortion and it be not kill baby go to different thread if you want to discuss your view on that,Non_hope_speech,23.0
12430,before you judge man walk mile in his shoesnnyouve never be through this and you clearly do not care about hose who have,Non_hope_speech,23.0
20643,introvert what proof every proof that have be present by christians that i have see have not be very good proof at all,Non_hope_speech,23.0
738,since you have an issue with other race then go back into seclusion in the european mountain that you come from you demon,Non_hope_speech,23.0
15103,nobody have support the lgbt community like madonna even in the dark hour she have always be an advocate fighter for human right,Hope_speech,23.0
16997,democrats need to find out the fact before they open their yap each case they refer to be bogus claim of police brutality,Non_hope_speech,23.0
10099,suffering he well apologise on his twitter account otherwise we will cancel him for something he do near on years ago some idiot,Non_hope_speech,23.0
676,if you be on fox news and you say palestinian life matter they would cut you off and call you an anti semite,Non_hope_speech,23.0
6468,ben lambe it do exist iam go to assume youare white but please correct me if iam wrong so leta say youare white,Non_hope_speech,23.0
6894,just realize that woman be treat differently in these field you be give lot more slack for your fuckup than your male counterpart,Hope_speech,23.0
9892,sun i meet madonna when she be pregnant for the second time and i feel the baby kick how do you explain this,Non_hope_speech,23.0
6083,we white be racist our life should never matter it be time for black an asians and arabs and mexiscos to take place,Non_hope_speech,23.0
19693,i think woman and man should be treat equal but i be sorry but if you put man into workplace full of girl,Hope_speech,23.0
6462,because democrats have literally condition and brainwash people into think that waynnif you have to put color before life matter you be racist,Non_hope_speech,23.0
21080,typical juan kowtow juan only blm juan nmuch respect to larry elder juan vs larry be an easy win for larry elder period,Non_hope_speech,23.0
1942,man i be so jealous australia never get any blm people we just get peaceful aboriginal protest and white dole bluger claim racism,Non_hope_speech,23.0
1400,this be disgrace he may have be terrible man but he be there to show our past and those protester have no right,Non_hope_speech,23.0
19167,that officer at the beginning set the record so straight and true that you may as well call it day there enough say,Non_hope_speech,23.0
21497,also i be irish catholic my people have be persecute for year still be it be just history and the way shit be,Non_hope_speech,23.0
10513,i like that there be kid that be religio and have some controversion idea of gay it be very mature and respectful talk,Non_hope_speech,23.0
8276,their story always single side nothing wrong indicate his state of denial what if the kid also have their right to be straight,Non_hope_speech,23.0
586,but what do his history have to do with the cop kneel on his neck for minute while he shout ai cant breathea,Non_hope_speech,23.0
6010,true but this be spiritual year of innocent blood on american soil have come back to roost the world be round for reason,Non_hope_speech,23.0
6538,at first i think the girl be guy i feel bad but she do say i disagree with homosexualitya you canat do dat,Non_hope_speech,23.0
18796,omg i luv madonna she be my hero and i will always defend her against all the hater letas appreciate this live legend,Non_hope_speech,23.0
17408,lol these demtard be so stupid the black community be so easily manipulate hey cooperate with the police you wonat have an issue,Non_hope_speech,23.0
18618,yeah and it still the issue of the gouvernor or mayor if they do nothing then yes it the president to do it,Non_hope_speech,23.0
20995,she be always do what be daring or push boundary any negative publicity she be every get have only increase her celebrity evidence,Hope_speech,23.0
247,marquez shoulder this be the weak point i have ever see also you just present what kind of level and person you be,Non_hope_speech,23.0
5293,so survive from mental abuse be not consider survivor they want to strip his identity from him maybe think before you leave comment,Hope_speech,23.0
5007,marcus be such an incredible individual and the kid be so wonderful and open minded in their question and heart goddamn iam cry,Non_hope_speech,23.0
3770,you can not fit all that text in pointed star you do not really have to be digital designer to figure that out,Non_hope_speech,23.0
1054,just think in hundred of year time someone will find this and maybe think be this what human be like back in the,Non_hope_speech,23.0
22594,she so beatifulnever payd real attention to her beauty though i be big fan of her and be child of the really inlove,Non_hope_speech,23.0
10688,also in my country female student be well than male student in every lesson it be not because they be less than girl,Hope_speech,23.0
92,yes all live matter its simple to understand its not only that if the political party have common interest in their own country,Non_hope_speech,23.0
18603,the op vloger yea cuz minority get kill for the color of their skin and no justice be serve most of the time,Non_hope_speech,23.0
22668,ppl need to realize that blm and alm arenat enemy theyare ally on the same team with just different underlying motivation if anything,Non_hope_speech,23.0
7191,sagi i do not know what you mean when you say identity behavior also what make blm far more important than lgbt pride,Non_hope_speech,23.0
6523,like maui the character from the trailer alone seem to be strong and funny character and not due to his weight or muscle,Non_hope_speech,23.0
18793,most of the time it be white woman complain there be not enough woman in stem lol so true here in saudi arabia,Non_hope_speech,23.0
15023,cobb bro are so intelligent know everything cuz gay do not exist around me but like seriously god have bless you with wisdom,Non_hope_speech,23.0
13899,yebo you be too stupid to understand that such message like blm segregate people skin color do not give you any privilege in,Non_hope_speech,23.0
20887,so you be tell me only black life matter no else get real everybody life matter white black look who be be racist,Non_hope_speech,23.0
15871,itas now and we be still have this conversation argument with massive protest and riot burn building and loot store ahh good time,Non_hope_speech,23.0
18653,i be really not the big fan of her especially her late music but you have to give credit where credit be due,Non_hope_speech,23.0
3452,mikey inman totally agree with its hard to know about this when first know all about this fall into depression it be scary,Non_hope_speech,23.0
11244,no surprise with how shity this channel have become that that cover the late trendy thing and at this time also support racism,Non_hope_speech,23.0
20032,yes it should have be remove year ago but not like this i think that when they get it out of the dock,Non_hope_speech,23.0
2444,i personally do not see color i see character what make that person who they be if i sense weird vibe from anyone,Non_hope_speech,23.0
14675,echo because there be huge difference between reverence and celebration statue to memorialize and record history no be say do not record history,Non_hope_speech,23.0
17405,it be funny how the police be always absent when these hooligan break the law the police in this country have become political,Non_hope_speech,23.0
16736,sebastian i do not think white life matter by itself be inherently racist that be why i say it depend on the motive,Non_hope_speech,23.0
5397,what about the sweat shop in rd world nation make nike and other brand that slavery do they attack sport store now fool,Non_hope_speech,23.0
15034,i have the exact same doubt after my first sem exam i be like how be i suppose to continue here for year,Non_hope_speech,23.0
6529,people be such tool everything the medium and the left be do be at the behest of scheme coward hide out of sight,Non_hope_speech,23.0
1072,fox news be such an eye roll for me i get to keep remind myself that this be not platform of rational people,Non_hope_speech,23.0
6019,thronin i guess so because i honestly do not know what the hell he mean by that comment lmao it be the internet,Non_hope_speech,23.0
11545,as queer man i feel for those that have be force into conversion therapy but letas just get it out of the way,Non_hope_speech,23.0
6531,oh yes i be fucktard because i miss debate you quote and could not interpret your tone online sheesh how unintelligent of me,Non_hope_speech,23.0
1193,in an english accent there very very naughty people and we will be write letter to say that oh he get big nose,Non_hope_speech,23.0
10774,this be the most admirable thing i have see from these protestor well tear down statue of slave trader than rioting and looting,Non_hope_speech,23.0
21628,she be always do what be daring or push boundary any negative publicity she be every get have only increase her celebrity evidence,Hope_speech,23.0
8459,its hate group they preach hatred they want to hurt cop and white people they be no different than any other hate group,Non_hope_speech,23.0
10354,all you get to do be listen to the police and donat break the law and you wonat get kill by the police,Non_hope_speech,23.0
10189,she make mine so much well love you madonna always no matter the low quality music you put out since except rebel heart,Non_hope_speech,23.0
1457,etheopian mohammedans christians faught together against the fascist invasion of rome nnwe better come together peter tosh no nuclear war albumnnitalo ethiopian war,Non_hope_speech,23.0
141,i can see the reasoning for why it may be inconsiderate to say aall live mattera with whatas happen and everything surround that,Non_hope_speech,23.0
9174,sklr it be somewhat alternative approach to the traditional establishing shot video simply open on medium shot of the subject can be jar,Non_hope_speech,23.0
14794,feminist she be feminist when direct the movie nbut no longer be she feminist literally the director of the film be fucking woman,Non_hope_speech,23.0
13588,yes it be because i do not agree with you and you do not agree with me but it be not really me,Non_hope_speech,23.0
8928,bunch of idiot all life matter for be target by white police officer whatas the race that get target by police the most,Non_hope_speech,23.0
523,well it seem facebook just go racist to with there black life matter bullshit fist raise up where the facebook icon should appear,Non_hope_speech,23.0
19050,all live matter more than million ilegal imigrant make america keep move and spend money in crap and do they matter as well,Non_hope_speech,23.0
18959,be it even possible for you to comprehend and respond to what i actually say i list the extreme word you keep use,Non_hope_speech,23.0
14786,sam garcia do you spend all that time i be eat breakfast to craft this argument without look up concrete example from uber,Non_hope_speech,23.0
19524,the rat i reckon the coming war will take with it people like you the world will be much well place for it,Non_hope_speech,23.0
16586,wired be not as privy to get their boxer short into twist like all of the asshole who think they be be attack,Non_hope_speech,23.0
5814,make assumption base on your knowledge and physical impression of someone be useful it should not be judge so much to do that,Non_hope_speech,23.0
10340,what about the year old autistic kid that get kill by black cop that be why all live you be play the race,Non_hope_speech,23.0
6706,oh i get it so be sandy say his life do not matter only black life matter oh boy how sick this be,Non_hope_speech,23.0
784,bible too do not support conversion therapy ppl who do this name it godly thing be just homophobe do shit in god name,Non_hope_speech,23.0
3291,this be stupid how do they ever expect to learn from past mistake the guy who be kill be not even nice person,Non_hope_speech,23.0
14706,i would be able to support blm if they also focus on the thousand of people kill in dem run city like chicago,Non_hope_speech,23.0
12218,he say it himself the number of black people look for job have decline that their own fault for not want to work,Non_hope_speech,23.0
15698,yeahh you be probally go to stuck in an office stick do paperworknwith only week of vacation and probally get pay before taxis,Non_hope_speech,23.0
16617,imma just leave this comment here if anyone want to add in their sense be my guestnnagod love the sinner not the sina,Non_hope_speech,23.0
1220,i be latino and i think black life matter be racist and hypocritical let us go with biblical scripture and see what john,Non_hope_speech,23.0
20198,ryan wilson then you have never be to ghana before even steve harvey be here and he love go and check family feud,Non_hope_speech,23.0
13115,morningstar oh yes they can who be you to say they can not have right to be pregnant your racist be not you,Non_hope_speech,23.0
16294,roberts i have research the topic and have not find the answer i be look for no i do not buy the book,Non_hope_speech,23.0
12231,yup i do not understand why people be against it if it mean the exact same thingnunless people think only black life matter,Non_hope_speech,23.0
547,oh my gosh i be so sorry there be lot of homophobic people in this comment section so i mistakenly think you be,Non_hope_speech,23.0
11392,i grow up with an father who be an engineer i be always encourage in math since very beginning now i fail history,Non_hope_speech,23.0
15976,the pudgy joker on the right should be dig ditch with an idiot stick the badge guy on the left get my vote,Non_hope_speech,23.0
9407,family if all lives matter why do the rd verse of the national anthem give white people permission to run black people down,Non_hope_speech,23.0
6356,this whole aconversion therapya thing be mess up it make all christians look like terrible people even though god say to love everyone,Hope_speech,23.0
17997,trump do very awesome thing and change it to circle after libitard try to smokescreen all the horrific clinton clan have do lately,Non_hope_speech,23.0
17204,mcmahon what agenda be you talk about tolerance peace and let people be who they be instead of force your view on other,Non_hope_speech,23.0
5596,look at these unruly people antifa meaning fitnaa arabicnback wordsnnsomethe dislike be eliminate later it be also oftennuse in the sense of sin,Non_hope_speech,23.0
4845,they be be very few now if day mostly republicans who be christian be say it be sin at least where i live,Non_hope_speech,23.0
16947,okay ngl i speak my mind and the girl whoas light skin immature af when i be i wasnat act like year old,Non_hope_speech,23.0
8727,your tongue on my ass so every female you have ever look at with pixie cut be straight sexuality be inside the head,Non_hope_speech,23.0
8561,know what it can mean but most people use the term alliveematter be use it not as protest but as way for equality,Non_hope_speech,23.0
301,really she the most famous female artist and big selling in music history she be sincere and sweet and genuine here stay bitter,Non_hope_speech,23.0
13008,xx black live matter be the most appropriate slogan for this time i be sure there be many wave stop racism as well,Non_hope_speech,23.0
16886,wow people get offend by racism dcdc their such snowflake arenat they want to be treat equally just like every human should bedcdc,Non_hope_speech,23.0
1773,yes the dining chair be make in shortly before the abolishment of the slave trade thank god otherwise it would have be disaster,Non_hope_speech,23.0
2074,that intro music should come from doom or resident evil also you seriously need to post these on sound cloud i would listen,Non_hope_speech,23.0
18319,mcmahon what agenda be you talk about tolerance peace and let people be who they be instead of force your view on other,Non_hope_speech,23.0
2649,heart do know the importance of what you just type love another be the great commandment it be literally that simple help us,Non_hope_speech,23.0
3236,let us remember the girl who say she do not agree with homosexuality be still teen grow tf up and respect her view,Non_hope_speech,23.0
13024,i definitely think my life be more valuable than that spider i just smushe even if only as result of size and complexity,Non_hope_speech,23.0
10331,i be black and if i sleep with an asian and have baby that baby would still be consider black black live matter,Non_hope_speech,23.0
20272,zeb addams literally as soon as she say ai donat agree homosexualitya come straight to the comment to see who would say that,Non_hope_speech,23.0
5164,buffalo i be think we could make some money out of this if we run book i will look after the australian end,Non_hope_speech,23.0
3235,another reason why no care about turkey be because there be more than attack in turkey cause total death and injury since january,Non_hope_speech,23.0
16006,if all live matter hurt your feeling your racist no life be worth more then anyone else so shut up all lives matter,Non_hope_speech,23.0
4059,they already do digital book burn year ago when they ban book from conservative in almost all store after far leftist sjw complain,Non_hope_speech,23.0
12147,it may be history but it be shameful history that be why the mp or mayor or whatever tell it to get remove,Non_hope_speech,23.0
